title,price,link
"(Refurbished) Lenovo ThinkPad 6th Gen Intel Core i5 Thin & Light HD Touchscreen Laptop (8 GB RAM/256 GB SSD/14"" (35.6 cm) HD/Windows 11/WiFi/Bluetooth 4.1/Webcam/Integrated HD Graphics)","16,999",https://amazon.in//Refurbished-Lenovo-Touchscreen-Bluetooth-Integrated/dp/B0D33MQ8F1/ref=sr_1_152?crid=3HKD1SIJKEIJS&dib=eyJ2IjoiMSJ9.Qw7lm39tXO3r8qpeIO0_veYjpHq4xpRnFDJrjr4sBVhLIqCiY3zFiPEIWAEChWL_qTLExoDaozrelCFbG5NNiSKkjyw0jvFR5CnCCtPGegqJUhmtZBpBOOsKJsatIWeAOhy2pDGVVhv6UzJA-vDhwHmHWP6ZDuTtWXfjq_EdLa1U3ju01TFH9tEFYTydSbY_BWQyOBC4mvMzKpVF9kRVnNzfEeubL344eSDUYxKDVPY.nUCZqDq1p2SmTZqMd7VQEDd6J2UwMmz_PIgrNIROI-E&dib_tag=se&keywords=laptop&qid=1725971530&sprefix=la%2Caps%2C435&sr=8-152
"Lenovo V14 Intel Core i3 12th Gen 14"" (35.56 cm) FHD (1920x1080) Antiglare 250 nits Thin and Light Laptop (8GB RAM/512GB SSD/DOS/Iron Grey/1.43 kg)","30,990",https://amazon.in//Lenovo-1920x1080-Antiglare-Laptop-82TSA01KIH/dp/B0C66685GZ/ref=sr_1_153?crid=3HKD1SIJKEIJS&dib=eyJ2IjoiMSJ9.Qw7lm39tXO3r8qpeIO0_veYjpHq4xpRnFDJrjr4sBVhLIqCiY3zFiPEIWAEChWL_qTLExoDaozrelCFbG5NNiSKkjyw0jvFR5CnCCtPGegqJUhmtZBpBOOsKJsatIWeAOhy2pDGVVhv6UzJA-vDhwHmHWP6ZDuTtWXfjq_EdLa1U3ju01TFH9tEFYTydSbY_BWQyOBC4mvMzKpVF9kRVnNzfEeubL344eSDUYxKDVPY.nUCZqDq1p2SmTZqMd7VQEDd6J2UwMmz_PIgrNIROI-E&dib_tag=se&keywords=laptop&qid=1725971530&sprefix=la%2Caps%2C435&sr=8-153
"HP 250 G9 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 7M657PA Thin and Light Laptop (15.6 inch, Silver, 2.3 kg)","34,499",https://amazon.in//HP-Intel-Core-12th-1215U/dp/B0CKHWTWSZ/ref=sr_1_154?crid=3HKD1SIJKEIJS&dib=eyJ2IjoiMSJ9.Qw7lm39tXO3r8qpeIO0_veYjpHq4xpRnFDJrjr4sBVhLIqCiY3zFiPEIWAEChWL_qTLExoDaozrelCFbG5NNiSKkjyw0jvFR5CnCCtPGegqJUhmtZBpBOOsKJsatIWeAOhy2pDGVVhv6UzJA-vDhwHmHWP6ZDuTtWXfjq_EdLa1U3ju01TFH9tEFYTydSbY_BWQyOBC4mvMzKpVF9kRVnNzfEeubL344eSDUYxKDVPY.nUCZqDq1p2SmTZqMd7VQEDd6J2UwMmz_PIgrNIROI-E&dib_tag=se&keywords=laptop&qid=1725971530&sprefix=la%2Caps%2C435&sr=8-154
"(Refurbished) Lenovo ThinkPad P50 Intel Core i7-6820HQ Quad Core Processor Nvidia M1000M 4GB Graphic Laptop (64 GB DDR4 RAM/256 GB SSD/15.6"" (39.62 cm) FHD (1080p)/Windows 10/WiFi/Bluetooth/Webcam)","43,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo1MzE2MjA1NzE5NjA3NzgzOjE3MjU5NzE1MzA6c3BfbXRmOjMwMDI2MDgxODgzODIzMjo6MDo6&url=%2FRefurbished-Lenovo-i7-6820HQ-Processor-Bluetooth%2Fdp%2FB0D9KN64MV%2Fref%3Dsr_1_155_sspa%3Fcrid%3D3HKD1SIJKEIJS%26dib%3DeyJ2IjoiMSJ9.Qw7lm39tXO3r8qpeIO0_veYjpHq4xpRnFDJrjr4sBVhLIqCiY3zFiPEIWAEChWL_qTLExoDaozrelCFbG5NNiSKkjyw0jvFR5CnCCtPGegqJUhmtZBpBOOsKJsatIWeAOhy2pDGVVhv6UzJA-vDhwHmHWP6ZDuTtWXfjq_EdLa1U3ju01TFH9tEFYTydSbY_BWQyOBC4mvMzKpVF9kRVnNzfEeubL344eSDUYxKDVPY.nUCZqDq1p2SmTZqMd7VQEDd6J2UwMmz_PIgrNIROI-E%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1725971530%26sprefix%3Dla%252Caps%252C435%26sr%3D8-155-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"Lenovo L-Series L32p-30, 31.5Inch(80 Cm) 3840 X 2160 Pixels 4K UHD IPS Monitor |2X3W Speakers, AMD Freesync, USB Hub, USB-C Port for Power & Data Transfer (PD 75 W), Eyesafe Cetified (Raven Black)","31,499",https://amazon.in//sspa/click?ie=UTF8&spc=MTo1MzE2MjA1NzE5NjA3NzgzOjE3MjU5NzE1MzA6c3BfbXRmOjMwMDAyODYzMjQzNjkzMjo6MDo6&url=%2FLenovo-Ultraslim-Speakers-FreeSync-EyeComfort%2Fdp%2FB09FTFTVC2%2Fref%3Dsr_1_156_sspa%3Fcrid%3D3HKD1SIJKEIJS%26dib%3DeyJ2IjoiMSJ9.Qw7lm39tXO3r8qpeIO0_veYjpHq4xpRnFDJrjr4sBVhLIqCiY3zFiPEIWAEChWL_qTLExoDaozrelCFbG5NNiSKkjyw0jvFR5CnCCtPGegqJUhmtZBpBOOsKJsatIWeAOhy2pDGVVhv6UzJA-vDhwHmHWP6ZDuTtWXfjq_EdLa1U3ju01TFH9tEFYTydSbY_BWQyOBC4mvMzKpVF9kRVnNzfEeubL344eSDUYxKDVPY.nUCZqDq1p2SmTZqMd7VQEDd6J2UwMmz_PIgrNIROI-E%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1725971530%26sprefix%3Dla%252Caps%252C435%26sr%3D8-156-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"Acer Aspire Lite 12th Gen Intel Core i3-1215U Premium Metal Laptop (Windows 11 Home/8 GB RAM/512GB SSD) AL15-52, 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 Kg","32,990",https://amazon.in//Acer-i3-1215U-Premium-Windows-AL15-52/dp/B0CKLN7PSZ/ref=sr_1_157?crid=3HKD1SIJKEIJS&dib=eyJ2IjoiMSJ9.Qw7lm39tXO3r8qpeIO0_veYjpHq4xpRnFDJrjr4sBVhLIqCiY3zFiPEIWAEChWL_qTLExoDaozrelCFbG5NNiSKkjyw0jvFR5CnCCtPGegqJUhmtZBpBOOsKJsatIWeAOhy2pDGVVhv6UzJA-vDhwHmHWP6ZDuTtWXfjq_EdLa1U3ju01TFH9tEFYTydSbY_BWQyOBC4mvMzKpVF9kRVnNzfEeubL344eSDUYxKDVPY.nUCZqDq1p2SmTZqMd7VQEDd6J2UwMmz_PIgrNIROI-E&dib_tag=se&keywords=laptop&qid=1725971530&sprefix=la%2Caps%2C435&sr=8-157
"ASUS Vivobook Go 15 (2023), AMD Ryzen 5 7520U, 15.6"" (39.62 cm) FHD, Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Mixed Black/1.63 kg), E1504FA-NJ542WS","43,990",https://amazon.in//ASUS-Vivobook-Laptop-Windows-E1504FA-NJ542WS/dp/B0BTWF2BQX/ref=sr_1_158?crid=3HKD1SIJKEIJS&dib=eyJ2IjoiMSJ9.Qw7lm39tXO3r8qpeIO0_veYjpHq4xpRnFDJrjr4sBVhLIqCiY3zFiPEIWAEChWL_qTLExoDaozrelCFbG5NNiSKkjyw0jvFR5CnCCtPGegqJUhmtZBpBOOsKJsatIWeAOhy2pDGVVhv6UzJA-vDhwHmHWP6ZDuTtWXfjq_EdLa1U3ju01TFH9tEFYTydSbY_BWQyOBC4mvMzKpVF9kRVnNzfEeubL344eSDUYxKDVPY.nUCZqDq1p2SmTZqMd7VQEDd6J2UwMmz_PIgrNIROI-E&dib_tag=se&keywords=laptop&qid=1725971530&sprefix=la%2Caps%2C435&sr=8-158
"(Refurbished) Lenovo ThinkPad 14"" (35.6 cm) HD Business Laptop (Core i5-4th Gen/8 GB RAM/256 GB SSD/Windows 10 Pro/MS Office/Wifi/Webcam/Intel Graphics)","13,999",https://amazon.in//Renewed-Lenovo-ThinkPad-Business-Graphics/dp/B09TNQNKZF/ref=sr_1_159?crid=3HKD1SIJKEIJS&dib=eyJ2IjoiMSJ9.Qw7lm39tXO3r8qpeIO0_veYjpHq4xpRnFDJrjr4sBVhLIqCiY3zFiPEIWAEChWL_qTLExoDaozrelCFbG5NNiSKkjyw0jvFR5CnCCtPGegqJUhmtZBpBOOsKJsatIWeAOhy2pDGVVhv6UzJA-vDhwHmHWP6ZDuTtWXfjq_EdLa1U3ju01TFH9tEFYTydSbY_BWQyOBC4mvMzKpVF9kRVnNzfEeubL344eSDUYxKDVPY.nUCZqDq1p2SmTZqMd7VQEDd6J2UwMmz_PIgrNIROI-E&dib_tag=se&keywords=laptop&qid=1725971530&sprefix=la%2Caps%2C435&sr=8-159
"(Refurbished) Lenovo ThinkPad L480 8th Gen Intel Core i5 Thin & Light HD Laptop (16 GB DDR4 RAM/512 GB SSD/14"" (35.6 cm) HD/Windows 11/MS Office/WiFi/Bluetooth/Webcam/Intel Graphics)","19,099",https://amazon.in//Refurbished-Lenovo-ThinkPad-Bluetooth-Graphics/dp/B0CM21TQ3W/ref=sr_1_40?crid=3HKD1SIJKEIJS&dib=eyJ2IjoiMSJ9.-1CQOz6CeF7fqDzk3hUHdAnhN1AlWy8092nO99o7uA21Jy2-x4-uc9ZyGbBd9X_J1jcwhw2o7xcoiybG4OQiKEIEXJPJ2Y00HyRJzIKelHnysdyKsDkmZlqpAunBV6MmtJ8xYdiQeRicYiyWNmMTc9hv5qM7y-C0yRWRDKfRICh45VYtDONA60w6dSWsRl6tN7fxFpyU07sv_KVa9-FPDhl84fqoCDwC6uP0L8JDe_0.PioxhlVBXNG6IY69tGJJlGFkgNmWxxr3ktulA0A1yoQ&dib_tag=se&keywords=laptop&qid=1725971438&sprefix=la%2Caps%2C435&sr=8-40
"Lenovo V15 (2021) Intel Core i5 10th Gen 15.6"" FHD Thin and Light Laptop (8GB RAM/ 512GB SSD/Windows 10 Home/Microsoft Office Home & Student/Iron Grey/ 1.85 kg), 82C500XAIH","39,490",https://amazon.in//Lenovo-Windows-Microsoft-Student-82C500XAIH/dp/B095YV41HL/ref=sr_1_160?crid=3HKD1SIJKEIJS&dib=eyJ2IjoiMSJ9.Qw7lm39tXO3r8qpeIO0_veYjpHq4xpRnFDJrjr4sBVhLIqCiY3zFiPEIWAEChWL_qTLExoDaozrelCFbG5NNiSKkjyw0jvFR5CnCCtPGegqJUhmtZBpBOOsKJsatIWeAOhy2pDGVVhv6UzJA-vDhwHmHWP6ZDuTtWXfjq_EdLa1U3ju01TFH9tEFYTydSbY_BWQyOBC4mvMzKpVF9kRVnNzfEeubL344eSDUYxKDVPY.nUCZqDq1p2SmTZqMd7VQEDd6J2UwMmz_PIgrNIROI-E&dib_tag=se&keywords=laptop&qid=1725971530&sprefix=la%2Caps%2C435&sr=8-160
"HP Pavilion 14, 12th Gen Intel Core i5-1235U, 14-inch (35.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel Iris Xe graphics, FPR, 720p HD camera, Backlit KB (Win 11, MSO 2021, Silver, 1.41 kg), dv2014TU","61,990",https://amazon.in//HP-Pavilion-Micro-Edge-Graphics-14-dv2014TU/dp/B0B1M9HYBT/ref=sr_1_161?crid=3HKD1SIJKEIJS&dib=eyJ2IjoiMSJ9.Qw7lm39tXO3r8qpeIO0_veYjpHq4xpRnFDJrjr4sBVhLIqCiY3zFiPEIWAEChWL_qTLExoDaozrelCFbG5NNiSKkjyw0jvFR5CnCCtPGegqJUhmtZBpBOOsKJsatIWeAOhy2pDGVVhv6UzJA-vDhwHmHWP6ZDuTtWXfjq_EdLa1U3ju01TFH9tEFYTydSbY_BWQyOBC4mvMzKpVF9kRVnNzfEeubL344eSDUYxKDVPY.nUCZqDq1p2SmTZqMd7VQEDd6J2UwMmz_PIgrNIROI-E&dib_tag=se&keywords=laptop&qid=1725971530&sprefix=la%2Caps%2C435&sr=8-161
"MSI Thin 15, Intel 12th Gen. Core i7-13620H, 40CM FHD 144Hz Gaming Laptop(16GB/1TB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 4050,GDDR 6GB /Cosmos Gray/1.86Kg), B13VE-1800IN","91,990",https://amazon.in//MSI-i7-13620H-Windows-GeForce-B13VE-1800IN/dp/B0CV9MDWRY/ref=sr_1_162?crid=3HKD1SIJKEIJS&dib=eyJ2IjoiMSJ9.Qw7lm39tXO3r8qpeIO0_veYjpHq4xpRnFDJrjr4sBVhLIqCiY3zFiPEIWAEChWL_qTLExoDaozrelCFbG5NNiSKkjyw0jvFR5CnCCtPGegqJUhmtZBpBOOsKJsatIWeAOhy2pDGVVhv6UzJA-vDhwHmHWP6ZDuTtWXfjq_EdLa1U3ju01TFH9tEFYTydSbY_BWQyOBC4mvMzKpVF9kRVnNzfEeubL344eSDUYxKDVPY.nUCZqDq1p2SmTZqMd7VQEDd6J2UwMmz_PIgrNIROI-E&dib_tag=se&keywords=laptop&qid=1725971530&sprefix=la%2Caps%2C435&sr=8-162
"(Refurbished) HP Elitebook 840 G3 Laptop Intel i7-6600U 2.6GHz, 16GB RAM, 512GB SSD, Windows 10 Pro","26,990",https://amazon.in//HP-Elitebook-i7-6600U-Windows-Renewed/dp/B07QZ46Q1N/ref=sr_1_163?crid=3HKD1SIJKEIJS&dib=eyJ2IjoiMSJ9.Qw7lm39tXO3r8qpeIO0_veYjpHq4xpRnFDJrjr4sBVhLIqCiY3zFiPEIWAEChWL_qTLExoDaozrelCFbG5NNiSKkjyw0jvFR5CnCCtPGegqJUhmtZBpBOOsKJsatIWeAOhy2pDGVVhv6UzJA-vDhwHmHWP6ZDuTtWXfjq_EdLa1U3ju01TFH9tEFYTydSbY_BWQyOBC4mvMzKpVF9kRVnNzfEeubL344eSDUYxKDVPY.nUCZqDq1p2SmTZqMd7VQEDd6J2UwMmz_PIgrNIROI-E&dib_tag=se&keywords=laptop&qid=1725971530&sprefix=la%2Caps%2C435&sr=8-163
"Acer Aspire Lite AMD Ryzen 3 5300U Premium Thin and Light Laptop (Windows 11 Home/16 GB RAM/512 GB SSD) AL15-41 with 39.62 cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.6 KG","30,990",https://amazon.in//Acer-Premium-Windows-AL15-41-Display/dp/B0CWTYGPH8/ref=sr_1_164?crid=3HKD1SIJKEIJS&dib=eyJ2IjoiMSJ9.Qw7lm39tXO3r8qpeIO0_veYjpHq4xpRnFDJrjr4sBVhLIqCiY3zFiPEIWAEChWL_qTLExoDaozrelCFbG5NNiSKkjyw0jvFR5CnCCtPGegqJUhmtZBpBOOsKJsatIWeAOhy2pDGVVhv6UzJA-vDhwHmHWP6ZDuTtWXfjq_EdLa1U3ju01TFH9tEFYTydSbY_BWQyOBC4mvMzKpVF9kRVnNzfEeubL344eSDUYxKDVPY.nUCZqDq1p2SmTZqMd7VQEDd6J2UwMmz_PIgrNIROI-E&dib_tag=se&keywords=laptop&qid=1725971530&sprefix=la%2Caps%2C435&sr=8-164
"(Refurbished) Dell Precision 7520 Intel Core i7 - 7920HQ Quad Core Processor 7th Gen, 8 GB Ram & 1TB SSD, 15.6 Inches (Numeric Keypad) FHD Screen with Nvidia Quadro M2200 (4GB Graphic Card) Laptop","52,590",https://amazon.in//sspa/click?ie=UTF8&spc=MTo1MzE2MjA1NzE5NjA3NzgzOjE3MjU5NzE1MzA6c3BfYnRmOjMwMDE0ODUzNDg3NzAzMjo6MDo6&url=%2FRefurbished-Dell-Precision-7520-Intel%2Fdp%2FB0CXXMJWMM%2Fref%3Dsr_1_165_sspa%3Fcrid%3D3HKD1SIJKEIJS%26dib%3DeyJ2IjoiMSJ9.Qw7lm39tXO3r8qpeIO0_veYjpHq4xpRnFDJrjr4sBVhLIqCiY3zFiPEIWAEChWL_qTLExoDaozrelCFbG5NNiSKkjyw0jvFR5CnCCtPGegqJUhmtZBpBOOsKJsatIWeAOhy2pDGVVhv6UzJA-vDhwHmHWP6ZDuTtWXfjq_EdLa1U3ju01TFH9tEFYTydSbY_BWQyOBC4mvMzKpVF9kRVnNzfEeubL344eSDUYxKDVPY.nUCZqDq1p2SmTZqMd7VQEDd6J2UwMmz_PIgrNIROI-E%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1725971530%26sprefix%3Dla%252Caps%252C435%26sr%3D8-165-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"Samsung Galaxy Book4 360 (Gray, 16GB RAM, 512GB SSD)| 15.6"" Super AMOLED Touchscreen| Intel Core 7 150U Processor| 2 in 1 Laptop| Windows 11 Home| MS Office 2021| Fingerprint Reader| S-Pen Included","1,22,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo1MzE2MjA1NzE5NjA3NzgzOjE3MjU5NzE1MzA6c3BfYnRmOjMwMDEzODcwMzEzMDMzMjo6MDo6&url=%2FSamsung-Touchscreen-Processor-Fingerprint-Included%2Fdp%2FB0CVKMR4YB%2Fref%3Dsr_1_166_sspa%3Fcrid%3D3HKD1SIJKEIJS%26dib%3DeyJ2IjoiMSJ9.Qw7lm39tXO3r8qpeIO0_veYjpHq4xpRnFDJrjr4sBVhLIqCiY3zFiPEIWAEChWL_qTLExoDaozrelCFbG5NNiSKkjyw0jvFR5CnCCtPGegqJUhmtZBpBOOsKJsatIWeAOhy2pDGVVhv6UzJA-vDhwHmHWP6ZDuTtWXfjq_EdLa1U3ju01TFH9tEFYTydSbY_BWQyOBC4mvMzKpVF9kRVnNzfEeubL344eSDUYxKDVPY.nUCZqDq1p2SmTZqMd7VQEDd6J2UwMmz_PIgrNIROI-E%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1725971530%26sprefix%3Dla%252Caps%252C435%26sr%3D8-166-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"KUKLAR Laptop Bag for Men - Genuine Leather Office Bag, Brown Color - Fits 14/15.6/16 Inch Laptop/MacBook - Expandable, Water Resistant(Brown)","1,299",https://amazon.in//sspa/click?ie=UTF8&spc=MToxODg2NDIzNDM1NjAyNDk0OjE3MjU5NzE1NDI6c3BfYXRmX25leHQ6MzAwMjUzNDk3MTg5MzMyOjowOjo&url=%2FKUKLAR-Laptop-Bag-Men-Expandable%2Fdp%2FB0D57838JC%2Fref%3Dsr_1_161_sspa%3Fcrid%3D3HKD1SIJKEIJS%26dib%3DeyJ2IjoiMSJ9.cUiEcPbjLVh20ivsKtA_WndBwOf97xyJPncoO5AP3F03ovBHx-rJgY7e_0-wOVq0tXiSfBT7dCYxOGdqA7icgVnzPkvc297pnDSH6opVEqis_5f6LDkPcgzRNTKT3sWi2g5hhdJ4orWKW3_07xJl52RSZ7bulMLZBHna-BKtEW41DzsdEFdhQt7GOykFBZtPnC9PTkklgCRz6sJe_F6e5WA2XDZkbqSpkPoJASZzjWk.yeXKeATcEuf2K60kOeFCmWjDOEgY7ofBwttzdKJRYsg%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1725971542%26sprefix%3Dla%252Caps%252C435%26sr%3D8-161-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
BEHIDE 15.6 Inch Vegan Leather Laptop Messenger Bag - Stylish Office Shoulder and Handbag for Men and Women - Padded Compartment | 1-Year Warranty I Fits up to 14/15.6/16 Inch,"1,599",https://amazon.in//sspa/click?ie=UTF8&spc=MToxODg2NDIzNDM1NjAyNDk0OjE3MjU5NzE1NDI6c3BfYXRmX25leHQ6MzAwMTczNjQzNjAwMTMyOjowOjo&url=%2FBEHIDE-Vegan-Leather-Laptop-Messenger%2Fdp%2FB0CN5MVQ7K%2Fref%3Dsr_1_162_sspa%3Fcrid%3D3HKD1SIJKEIJS%26dib%3DeyJ2IjoiMSJ9.cUiEcPbjLVh20ivsKtA_WndBwOf97xyJPncoO5AP3F03ovBHx-rJgY7e_0-wOVq0tXiSfBT7dCYxOGdqA7icgVnzPkvc297pnDSH6opVEqis_5f6LDkPcgzRNTKT3sWi2g5hhdJ4orWKW3_07xJl52RSZ7bulMLZBHna-BKtEW41DzsdEFdhQt7GOykFBZtPnC9PTkklgCRz6sJe_F6e5WA2XDZkbqSpkPoJASZzjWk.yeXKeATcEuf2K60kOeFCmWjDOEgY7ofBwttzdKJRYsg%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1725971542%26sprefix%3Dla%252Caps%252C435%26sr%3D8-162-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"HP Laptop 15s, 12th Gen Intel Core i7-1255U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel Iris Xe graphics, Backlit KB, Thin & light (Win 11, MSO 2021, Silver, 1.69 kg), fq5190TU","65,990",https://amazon.in//HP-i7-1255U-15-6-inch-Graphics-fq5190TU/dp/B0C3D99LTP/ref=sr_1_163?crid=3HKD1SIJKEIJS&dib=eyJ2IjoiMSJ9.cUiEcPbjLVh20ivsKtA_WndBwOf97xyJPncoO5AP3F03ovBHx-rJgY7e_0-wOVq0tXiSfBT7dCYxOGdqA7icgVnzPkvc297pnDSH6opVEqis_5f6LDkPcgzRNTKT3sWi2g5hhdJ4orWKW3_07xJl52RSZ7bulMLZBHna-BKtEW41DzsdEFdhQt7GOykFBZtPnC9PTkklgCRz6sJe_F6e5WA2XDZkbqSpkPoJASZzjWk.yeXKeATcEuf2K60kOeFCmWjDOEgY7ofBwttzdKJRYsg&dib_tag=se&keywords=laptop&qid=1725971542&sprefix=la%2Caps%2C435&sr=8-163
"ASUS Vivobook Go 15, Intel Celeron N4500, 15.6""(39.62cm) FHD 16:9 60 Hz, Thin & Light Laptop (8GB RAM/512 SSD/Intel HD Graphics/Win 11/Office 2021/Fingerprint Sensor/Star Black/1.57 Kg),E510KA-EJ011WS","26,990",https://amazon.in//ASUS-Vivobook-Intel-Celeron-39-62cm/dp/B0D81DRTXQ/ref=sr_1_41?crid=3HKD1SIJKEIJS&dib=eyJ2IjoiMSJ9.-1CQOz6CeF7fqDzk3hUHdAnhN1AlWy8092nO99o7uA21Jy2-x4-uc9ZyGbBd9X_J1jcwhw2o7xcoiybG4OQiKEIEXJPJ2Y00HyRJzIKelHnysdyKsDkmZlqpAunBV6MmtJ8xYdiQeRicYiyWNmMTc9hv5qM7y-C0yRWRDKfRICh45VYtDONA60w6dSWsRl6tN7fxFpyU07sv_KVa9-FPDhl84fqoCDwC6uP0L8JDe_0.PioxhlVBXNG6IY69tGJJlGFkgNmWxxr3ktulA0A1yoQ&dib_tag=se&keywords=laptop&qid=1725971438&sprefix=la%2Caps%2C435&sr=8-41
"Lenovo ThinkPad E14 AMD Ryzen 5 7530U 14"" (35.56 cm) WUXGA IPS 300 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/AMD Radeon Graphics/Backlit Keyboard/FPR/Black/1.41 kg), 21JRS00T00","47,750",https://amazon.in//Lenovo-ThinkPad-Graphics-Keyboard-21JRS00T00/dp/B0C7J16NYC/ref=sr_1_164?crid=3HKD1SIJKEIJS&dib=eyJ2IjoiMSJ9.cUiEcPbjLVh20ivsKtA_WndBwOf97xyJPncoO5AP3F03ovBHx-rJgY7e_0-wOVq0tXiSfBT7dCYxOGdqA7icgVnzPkvc297pnDSH6opVEqis_5f6LDkPcgzRNTKT3sWi2g5hhdJ4orWKW3_07xJl52RSZ7bulMLZBHna-BKtEW41DzsdEFdhQt7GOykFBZtPnC9PTkklgCRz6sJe_F6e5WA2XDZkbqSpkPoJASZzjWk.yeXKeATcEuf2K60kOeFCmWjDOEgY7ofBwttzdKJRYsg&dib_tag=se&keywords=laptop&qid=1725971542&sprefix=la%2Caps%2C435&sr=8-164
"Dell XPS 9320 Laptop, Intel Evo platform powered by Intel Core i7-1360P Processor/32GB LPDDR5/1TB SSD/13.4""(34.03cm)UHD+ Touch/Backlit KB + FPR/Win 11 + MSO'21 + 15 Month McAfee/Platinum Silver/1.24KG","2,02,590",https://amazon.in//Dell-platform-i7-1360P-Processor-Platinum/dp/B0CBKY79M8/ref=sr_1_165?crid=3HKD1SIJKEIJS&dib=eyJ2IjoiMSJ9.cUiEcPbjLVh20ivsKtA_WndBwOf97xyJPncoO5AP3F03ovBHx-rJgY7e_0-wOVq0tXiSfBT7dCYxOGdqA7icgVnzPkvc297pnDSH6opVEqis_5f6LDkPcgzRNTKT3sWi2g5hhdJ4orWKW3_07xJl52RSZ7bulMLZBHna-BKtEW41DzsdEFdhQt7GOykFBZtPnC9PTkklgCRz6sJe_F6e5WA2XDZkbqSpkPoJASZzjWk.yeXKeATcEuf2K60kOeFCmWjDOEgY7ofBwttzdKJRYsg&dib_tag=se&keywords=laptop&qid=1725971542&sprefix=la%2Caps%2C435&sr=8-165
"Acer One 14 Business Laptop AMD Ryzen 3 3250U Processor (8GB RAM/256GB SSD/AMD Radeon Graphics/Windows 11 Home) Z2-493 with 35.56 cm (14.0"") HD Display","25,490",https://amazon.in//Acer-Business-Processor-Graphics-Z2-493/dp/B0B42QJMJP/ref=sr_1_166?crid=3HKD1SIJKEIJS&dib=eyJ2IjoiMSJ9.cUiEcPbjLVh20ivsKtA_WndBwOf97xyJPncoO5AP3F03ovBHx-rJgY7e_0-wOVq0tXiSfBT7dCYxOGdqA7icgVnzPkvc297pnDSH6opVEqis_5f6LDkPcgzRNTKT3sWi2g5hhdJ4orWKW3_07xJl52RSZ7bulMLZBHna-BKtEW41DzsdEFdhQt7GOykFBZtPnC9PTkklgCRz6sJe_F6e5WA2XDZkbqSpkPoJASZzjWk.yeXKeATcEuf2K60kOeFCmWjDOEgY7ofBwttzdKJRYsg&dib_tag=se&keywords=laptop&qid=1725971542&sprefix=la%2Caps%2C435&sr=8-166
"ASUS ROG Zephyrus G16, Intel Core Ultra 9 185H, Built-in AI, NVIDIA GeForce RTX 4070,16"" 2.5K QHD+ (40.64cm) 240Hz, Gaming Laptop (32GB/1TB SSD/Win 11/Office 2021/Gray/1.85 Kg), GU605MI-QP253WS","2,19,990",https://amazon.in//ASUS-Zephyrus-GeForce-40-64cm-GU605MI-QP253WS/dp/B0D25W99M1/ref=sr_1_167?crid=3HKD1SIJKEIJS&dib=eyJ2IjoiMSJ9.cUiEcPbjLVh20ivsKtA_WndBwOf97xyJPncoO5AP3F03ovBHx-rJgY7e_0-wOVq0tXiSfBT7dCYxOGdqA7icgVnzPkvc297pnDSH6opVEqis_5f6LDkPcgzRNTKT3sWi2g5hhdJ4orWKW3_07xJl52RSZ7bulMLZBHna-BKtEW41DzsdEFdhQt7GOykFBZtPnC9PTkklgCRz6sJe_F6e5WA2XDZkbqSpkPoJASZzjWk.yeXKeATcEuf2K60kOeFCmWjDOEgY7ofBwttzdKJRYsg&dib_tag=se&keywords=laptop&qid=1725971542&sprefix=la%2Caps%2C435&sr=8-167
